scientific_name,order,order_num,family,family_num,genus,genus_num,species,early_interval,late_interval,max_age_mya,min_age_mya,country,state,longitude,latitude,latlng_basis,latlng_precision,formation,stratigraphy_scale,lithology,environment,assembly_composition,preservation_mode,collection_name,collection_type,life_habit,vision,diet,time_period,preservation_mode_count,presevation_mode_count_scaled,order_num_scaled,diet_scaled,country_scaled
Randaynia saundersi,Asaphida,19834,Symphysurinidae,363284,Randaynia,179173,saundersi,Demingian,,486.85,483.4,CA,Newfoundland and Labrador,-55.989166,51.590557,estimated from map,seconds,Boat Harbour,,reef rocks,peritidal,macrofossils,body,BH-9,biostratigraphic,low-level epifaunal,,carnivore,Ordovician,1,-0.03391346657626163,-0.37339232350417834,0,9
Pseudophillipsia (Nodiphillipsia) ozawai,Proetida,21062,Phillipsiidae,85866,Pseudophillipsia (Nodiphillipsia),21337,ozawai,Capitanian,,264.28,259.51,JP,,136.572006,35.394001,based on nearby landmark,3,Akasaka,group of beds,limestone,marine indet.,macrofossils,body,"Hanaoka, Akasaka, Ogaki City, Gifu Prefecture, Yabeina globosa Zone",taxonomic,low-level epifaunal,well-developed,detritivore,Permian,1,-0.03391346657626163,-0.3623829276467828,1,20
Sphaerocare globifrons,NO_ORDER_SPECIFIED,0,NO_FAMILY_SPECIFIED,NF,Sphaerocare,22034,globifrons,Tremadoc,,486.4,477.1,AR,Salta,-65.163002,-22.106001,estimated from map,3,,formation,shale,offshore,macrofossils,body,S.Vic-17 (VP5) Western tributary of Rio Tres Lagunas,taxonomic,low-level epifaunal,well-developed,carnivore,Ordovician,1,-0.03391346657626163,-0.5512102041520478,0,3
Buttsia globosa,Ptychopariida,20239,Catillicephalidae,82595,Buttsia,19894,globosa,Guzhangian,,500.5,497.0,CN,Hunan,109.525002,28.388056,based on nearby landmark,seconds,Huaqiao,bed,limestone,slope,macrofossils,body,"Paibi section, bed 27",taxonomic,low-level epifaunal,well-developed,carnivore,Cambrian,1,-0.03391346657626163,-0.3697613745446953,0,10
Balangcunaspis subcylindricus,Ptychopariida,20239,Ptychopariidae,80681,Balangcunaspis,226859,subcylindricus,Duyunian,,514.5,506.5,CN,Guizhou,108.413887,26.747223,stated in text,seconds,Kaili,bed,claystone,slope,macrofossils,"cast,mold/impression","Wuliu Quarry, FZX36",taxonomic,low-level epifaunal,well-developed,carnivore,Cambrian,0,-1.280512398105458,-0.3697613745446953,0,10
Paraacidaspis hunanica,Lichida,19721,Lichakephalidae,155077,Paraacidaspis,19822,hunanica,Sakian,,497.0,492.8,KZ,,69.949997,43.533333,estimated from map,minutes,Zhumabai,bed,limestone,slope,mesofossils,"body,cast","Kyrshabakty River, 1359",taxonomic,low-level epifaunal,well-developed,carnivore,Cambrian,2,1.2126854649529348,-0.3744054030904045,0,24
Dorypyge swasii,Corynexochida,19472,Dorypygidae,95207,Dorypyge,19546,swasii,Delamaran,,509.7,505.3,US,Utah,-113.050003,39.883331,estimated from map,minutes,Trailer,bed,limestone,marine indet.,macrofossils,"body,cast","Dugway Range, 29.95m, LACMIP 15532",taxonomic,nektobenthic,well-developed,carnivore,Cambrian,2,1.2126854649529348,-0.37663776430253115,0,42
Olenellus terminatus,Redlichiida,19346,Olenellidae,90394,Olenellus,19149,terminatus,Dyeran,,515.3,509.7,US,Nevada,-114.550003,37.75,estimated from map,minutes,Pioche,,claystone,shallow subtidal indet.,"macrofossils,mesofossils",trace,"Ruin Wash Lagerstätte, Pioche Fm, Unit D",paleoecologic,low-level epifaunal,well-developed,detritivore,Cambrian,0,-1.280512398105458,-0.3777673928677036,1,42
Chasmops extensa,Phacopida,21421,Pterygometopidae,133731,Chasmops,21493,extensa,Rakvere,Nabala,451.8,449.9,EU,,10.280278,60.129166,estimated from map,seconds,Solvang,,limestone,marine indet.,"macrofossils,mesofossils",body,"Norderhov, Solvang Fm",taxonomic,low-level epifaunal,well-developed,carnivore,Ordovician,1,-0.03391346657626163,-0.3591643827666484,0,13
Pharostoma nieszkowskii,Phacopida,21421,Calymenidae,85380,Prionocheilus,21725,nieszkowskii,Kukruse,,458.0,456.8,EU,,28.793888,59.441666,,seconds,Viivikonna,,shale,marine indet.,"macrofossils,mesofossils",body,"Alekseevka Quarry, Viivikonna Fm.",taxonomic,nektobenthic,well-developed,carnivore,Ordovician,1,-0.03391346657626163,-0.3591643827666484,0,13
Lichas menieri,Lichida,19721,Lichidae,123406,Lichas,19745,menieri,Rhuddanian,,443.1,440.5,CA,Quebec,-64.384445,49.803612,estimated from map,seconds,Becscie,,limestone,open shallow subtidal,"macrofossils,mesofossils",body,AN7 380,taxonomic,low-level epifaunal,well-developed,carnivore,Silurian,1,-0.03391346657626163,-0.3744054030904045,0,9
Cerauroides elongatus,Phacopida,21421,Cheiruridae,85334,Crotalocephalus,21509,elongatus,Ludlow,,426.7,422.7,JP,Shikoku,133.218063,33.52972,estimated from map,seconds,Fukata,group of beds,reef rocks,"reef, buildup or bioherm",macrofossils,body,Loc. 3. Ys 15. Gomi Quarry,taxonomic,low-level epifaunal,well-developed,carnivore,Silurian,1,-0.03391346657626163,-0.3591643827666484,0,20
Chasmops wesenbergensis,Phacopida,21421,Pterygometopidae,133731,Chasmops,21493,wesenbergensis,Nabala,,450.5,449.9,EU,Daugavpils,22.433332,56.583332,based on nearby landmark,minutes,,,limestone,deep subtidal indet.,"macrofossils,mesofossils",body,"Berzini borehole, 440.1 - 424.4 m",taxonomic,low-level epifaunal,well-developed,carnivore,Ordovician,1,-0.03391346657626163,-0.3591643827666484,0,13
Cambroinyoella wallacei,Redlichiida,19346,NO_FAMILY_SPECIFIED,NF,Cambroinyoella,393628,wallacei,Montezuman,,520.0,515.3,US,California,-118.152077,37.29966,stated in text,6,Campito,formation,not reported,marine indet.,"macrofossils,mesofossils,microfossils",body,UCLA loc. 6748,general faunal/floral,low-level epifaunal,,detritivore,Cambrian,1,-0.03391346657626163,-0.3777673928677036,1,42
Liobole glabroides,Proetida,21062,Phillipsiidae,85866,Liobole,21237,glabroides,Ivorian,,353.7,346.7,EU,,22.125,52.758331,based on political unit,seconds,,formation,schist,marine indet.,macrofossils,"body,mold/impression","Zaremby, Heiligkreuz",taxonomic,low-level epifaunal,well-developed,detritivore,Carboniferous,2,1.2126854649529348,-0.3623829276467828,1,13
Chanciaopsis odarayensis,Ptychopariida,20239,Alokistocaridae,95305,Chanciaopsis,20400,odarayensis,Delamaran,,509.7,505.3,CA,British Columbia,-116.449997,51.416668,estimated from map,minutes,Cathedral,formation,limestone,marine indet.,macrofossils,body,S9k. Fossil Gully. Beds 16,taxonomic,low-level epifaunal,well-developed,carnivore,Cambrian,1,-0.03391346657626163,-0.3697613745446953,0,9
Dechenella delsternensis,Proetida,21062,Proetidae,56726,Dechenella,21144,delsternensis,Early Givetian,,387.95,385.9,EU,Nordrhein-Westfalen,7.516667,51.333332,based on nearby landmark,minutes,Wesselbach,member,limestone,"reef, buildup or bioherm",macrofossils,body,Hohenlimburg I. Volmeburgstraße in Hagen-Delstern,taxonomic,low-level epifaunal,well-developed,detritivore,Devonian,1,-0.03391346657626163,-0.3623829276467828,1,13
Odontochile hausmani,Phacopida,21421,Dalmanitidae,85376,Odontochile,21665,hausmanni,Pragian,,413.02,410.62,EU,Praha,15.862778,49.424721,based on nearby landmark,seconds,Praha,member,limestone,marine indet.,macrofossils,"body,original calcite","Cerna Rokle, 87m Bed",taxonomic,low-level epifaunal,well-developed,carnivore,Devonian,2,1.2126854649529348,-0.3591643827666484,0,13
Taenicephalus shumardi,Olenida,392207,Parabolinoididae,133752,Taenicephalus,20204,shumardi,Sunwaptan,,493.5,488.9,US,Oklahoma,-97.116669,34.391666,estimated from map,seconds,Honey Creek Limestone,bed,limestone,carbonate indet.,macrofossils,body,HS-0075. Layer 03,taxonomic,low-level epifaunal,well-developed,carnivore,Cambrian,1,-0.03391346657626163,2.9650455947417167,0,42
Greenops boothi,Phacopida,21421,Acastidae,56892,Greenops,21588,boothi,Givetian,,387.95,382.31,US,New York,-76.21389,42.916668,based on political unit,minutes,Skaneateles,bed,shale,transition zone/lower shoreface,,body,"Locality 8 (Lords Hill Ravine), Tropidoleptus shales, Mottville Member, Onondaga",biostratigraphic,low-level epifaunal,well-developed,carnivore,Devonian,1,-0.03391346657626163,-0.3591643827666484,0,42
Proampyx difformis,Redlichiida,19346,Agraulidae,133144,Proampyx,20135,difformis,Marjumian,,504.5,497.0,US,Alaska,-163.405563,64.69278,based on nearby landmark,seconds,,bed,limestone,deep subtidal shelf,"macrofossils,mesofossils",cast,"Holitna Basin, Sleetmute A-2 quadrangle, Lone Mountain area, Farewell Terrane",biostratigraphic,low-level epifaunal,well-developed,detritivore,Cambrian,0,-1.280512398105458,-0.3777673928677036,1,42
Microparia (Heterocyclopyge) insolens,Asaphida,19834,Cyclopygidae,133735,Microparia (Heterocyclopyge),20062,insolens,Ashgill,,449.5,443.1,CA,Quebec,-64.25,48.541668,based on nearby landmark,seconds,Grande Coupe,,limestone,carbonate indet.,macrofossils,body,Priest's Road. Remipyga fauna,biostratigraphic,nektonic,well-developed,carnivore,Ordovician,1,-0.03391346657626163,-0.37339232350417834,0,9
Neseuretus tristani,Phacopida,21421,Calymenidae,85380,Neseuretus,21658,tristani,Dobrotivian,,461.0,459.7,EU,Marao,-8.0,41.0,estimated from map,degrees,Fonte da Horta,group of beds,siltstone,marine indet.,"macrofossils,mesofossils",body,"The cut of the Luso road, Penacova, km <16,5 with the km <16.6, Buçaco",biostratigraphic,epifaunal,well-developed,detritivore,Ordovician,1,-0.03391346657626163,-0.3591643827666484,1,13
Calliops annulatus,Phacopida,21421,Pterygometopidae,133731,Calliops,103777,annulatus,Ashbyan,,457.3,449.6,US,Virginia,-81.357498,37.216946,estimated from map,seconds,Benbolt,member,limestone,carbonate indet.,"macrofossils,microfossils",body,"Oepikina Beds, Bluestone Valley",biostratigraphic,low-level epifaunal,well-developed,carnivore,Ordovician,1,-0.03391346657626163,-0.3591643827666484,0,42
Mexicella robusta,Ptychopariida,20239,NO_FAMILY_SPECIFIED,NF,Mexicella,20720,robusta,St Davids,,506.5,497.0,US,Nevada,-114.603058,37.869446,based on nearby landmark,seconds,Pioche Shale,bed,limestone,marine indet.,macrofossils,body,"USNM 41750, Susan Duster Limestone Mbr, Highland Range",taxonomic,low-level epifaunal,,detritivore,,1,-0.03391346657626163,-0.3697613745446953,1,42
Colpocoryphe grandis,Phacopida,21421,Homalonotidae,133738,Colpocoryphe,21499,grandis,Caradoc,,458.2,449.5,TR,,49.483334,37.283333,based on nearby landmark,minutes,Bedinan,bed,shale,offshore indet.,macrofossils,,"Locality Yo. 243B, Derik region, Turkey - Caradoc",biostratigraphic,low-level epifaunal,well-developed,carnivore,Ordovician,0,-1.280512398105458,-0.3591643827666484,0,40
Weberides mucronatus,Proetida,21062,Phillipsiidae,85866,Weberides,21408,mucronatus,Brigantian,,335.9,330.3,EU,England,-2.15,54.299999,based on nearby landmark,minutes,Middle Limestone V Cyclothem,group of beds,shale,deltaic indet.,macrofossils,,"Wensleydale, Middle Limestone V Cyclothem",taxonomic,low-level epifaunal,well-developed,detritivore,Carboniferous,0,-1.280512398105458,-0.3623829276467828,1,13
Olenoides serratus,Corynexochida,19472,Dorypygidae,95207,Olenoides,19629,serratus,Delamaran,,509.7,505.3,CA,British Columbia,-116.472198,51.438499,based on nearby landmark,4,Burgess Shale,bed,siltstone,deep-water indet.,macrofossils,"body,cast,mold/impression,adpression,soft parts","BA -130 [Great Phyllopod Bed, Walcott Quarry Mbr, Burgess Shale Fm]",paleoecologic,nektobenthic,well-developed,carnivore,Cambrian,5,4.952482259540524,-0.37663776430253115,0,9
Ampyxoides semicostatus,Trinucleida,198568,Raphiophoridae,124265,Ampyxoides,19844,semicostatus,Whiterockian,,471.3,457.3,CA,Newfoundland and Labrador,-57.538334,50.360832,estimated from map,seconds,Table Cove,,limestone,slope,macrofossils,body,"Table Point, ""Middle Table Head"", 155 feet",biostratigraphic,low-level epifaunal,blind,detritivore,Ordovician,1,-0.03391346657626163,1.2290126921112443,1,9
Hillyardina minuspustulata,Proetida,21062,Hystricuridae,133751,Hillyardina,21204,minuspustulata,Demingian,,486.85,483.4,CA,Newfoundland and Labrador,-55.989166,51.590557,estimated from map,seconds,Boat Harbour,,reef rocks,peritidal,macrofossils,body,BH-10,biostratigraphic,low-level epifaunal,well-developed,detritivore,Ordovician,1,-0.03391346657626163,-0.3623829276467828,1,9
Ampulliglabella rotunda,Proetida,21062,Phillipsiidae,85866,Ampulliglabella,21070,rotunda,Wordian,,266.9,264.28,JP,,141.5,38.900002,based on nearby landmark,1,Shigejizawa,group of beds,siliciclastic,marine indet.,macrofossils,body,"Hokyoji, Kesennuma City, Miyagi Prefecture",taxonomic,low-level epifaunal,well-developed,detritivore,Permian,1,-0.03391346657626163,-0.3623829276467828,1,20
Deltacare prosops,NO_ORDER_SPECIFIED,0,NO_FAMILY_SPECIFIED,NF,Deltacare,21887,prosops,Tremadoc,,486.4,477.1,AR,Salta,-65.163002,-22.106001,estimated from map,3,,formation,shale,offshore,macrofossils,body,S.Vic-17 (VP5) Western tributary of Rio Tres Lagunas,taxonomic,low-level epifaunal,well-developed,carnivore,Ordovician,1,-0.03391346657626163,-0.5512102041520478,0,3
Dorypyge perconvexalis,Corynexochida,19472,Dorypygidae,95207,Dorypyge,19546,perconvexalis,Guzhangian,,500.5,497.0,CN,Hunan,109.525002,28.388056,based on nearby landmark,seconds,Huaqiao,bed,limestone,slope,macrofossils,body,"Paibi section, bed 27",taxonomic,nektobenthic,well-developed,carnivore,Cambrian,1,-0.03391346657626163,-0.37663776430253115,0,10
Nangaops danzhaiensis,Ptychopariida,20239,Ptychopariidae,80681,Nangaops,182222,danzhaiensis,Duyunian,,514.5,506.5,CN,Guizhou,108.413887,26.747223,stated in text,seconds,Kaili,bed,claystone,slope,macrofossils,"cast,mold/impression","Wuliu Quarry, FZX36",taxonomic,low-level epifaunal,well-developed,carnivore,Cambrian,0,-1.280512398105458,-0.3697613745446953,0,10
Olenaspella consimila,Olenida,392207,Aphelaspidae,133754,Olenaspella,20094,consimila,Sakian,,497.0,492.8,KZ,,69.949997,43.533333,estimated from map,minutes,Zhumabai,bed,limestone,slope,mesofossils,"body,cast","Kyrshabakty River, 1359",taxonomic,low-level epifaunal,well-developed,carnivore,Cambrian,2,1.2126854649529348,2.9650455947417167,0,24
Dorypyge swasii,Corynexochida,19472,Dorypygidae,95207,Dorypyge,19546,swasii,Delamaran,,509.7,505.3,US,Utah,-113.050003,39.883331,estimated from map,minutes,Trailer,bed,limestone,marine indet.,macrofossils,"body,cast","Dugway Range, 30.10m, LACMIP 15533",taxonomic,nektobenthic,well-developed,carnivore,Cambrian,2,1.2126854649529348,-0.37663776430253115,0,42
Nephrolenellus geniculatus,Redlichiida,19346,Biceratopsidae,366996,Nephrolenellus,19145,geniculatus,Dyeran,,515.3,509.7,US,Nevada,-114.550003,37.75,estimated from map,minutes,Pioche,,claystone,shallow subtidal indet.,"macrofossils,mesofossils",trace,"Ruin Wash Lagerstätte, Pioche Fm, Unit D",paleoecologic,low-level epifaunal,,detritivore,Cambrian,0,-1.280512398105458,-0.3777673928677036,1,42
Stenopareia glaber,Corynexochida,19472,Illaenidae,124262,Stenopareia,19691,glaber,Rakvere,Nabala,451.8,449.9,EU,,10.280278,60.129166,estimated from map,seconds,Solvang,,limestone,marine indet.,"macrofossils,mesofossils",body,"Norderhov, Solvang Fm",taxonomic,nektobenthic,well-developed,carnivore,Ordovician,1,-0.03391346657626163,-0.37663776430253115,0,13
Homolichas depressus,Lichida,19721,Lichidae,123406,Homolichas,359045,depressus,Uhaku,,459.7,458.0,EU,,28.793888,59.441666,estimated from map,seconds,Mednikovo,,limestone,marine indet.,"macrofossils,mesofossils",body,"Alekseevka Quarry, Mednikovo Fm.",taxonomic,low-level epifaunal,well-developed,carnivore,Ordovician,1,-0.03391346657626163,-0.3744054030904045,0,13
Calymene barnesi,Phacopida,21421,Calymenidae,85380,Calymene,21478,barnesi,Rhuddanian,,443.1,440.5,CA,Quebec,-64.384445,49.803612,estimated from map,seconds,Becscie,,limestone,open shallow subtidal,"macrofossils,mesofossils",body,AN7 400-500,taxonomic,nektobenthic,well-developed,carnivore,Silurian,1,-0.03391346657626163,-0.3591643827666484,0,9
Sphaerexochus hiratai,Phacopida,21421,Cheiruridae,85334,Sphaerexochus,21779,hiratai,Ludlow,,426.7,422.7,JP,Shikoku,133.218063,33.52972,estimated from map,seconds,Fukata,group of beds,reef rocks,"reef, buildup or bioherm",macrofossils,body,Loc. 3. Ys 15. Gomi Quarry,taxonomic,low-level epifaunal,well-developed,carnivore,Silurian,1,-0.03391346657626163,-0.3591643827666484,0,20
Onnia goldfussi,Trinucleida,198568,Trinucleidae,85372,Onnia,20097,goldfussii,Berounian,,459.7,450.1,EU,,14.066667,49.966667,based on political unit,minutes,Letna,group of beds,sandstone,transition zone/lower shoreface,macrofossils,body,Vesela-1.5 km N1OE Beroun,biostratigraphic,low-level epifaunal,blind,detritivore,Ordovician,1,-0.03391346657626163,1.2290126921112443,1,13
Cambroinyoella wallacei,Redlichiida,19346,NO_FAMILY_SPECIFIED,NF,Cambroinyoella,393628,wallacei,Montezuman,,520.0,515.3,US,California,-118.193428,37.424088,stated in text,6,Campito,formation,not reported,marine indet.,"macrofossils,mesofossils,microfossils",body,UCLA loc. 6749,taxonomic,low-level epifaunal,,detritivore,Cambrian,1,-0.03391346657626163,-0.3777673928677036,1,42
Hibbertia orbicularis,Harpetida,77260,Harpetidae,56897,Hibbertia,20550,orbicularis,Sandbian,,458.2,452.8,EU,Northern Ireland,-6.95,54.599998,based on nearby landmark,1,Bardahessiagh,group of beds,shale,marine indet.,macrofossils,body,County Tyrone,taxonomic,low-level epifaunal,limited,detritivore,Ordovician,1,-0.03391346657626163,0.14144934303230192,1,13
Elrathina parallela,Ptychopariida,20239,NO_FAMILY_SPECIFIED,NF,Elrathina,20483,parallela,Delamaran,,509.7,505.3,CA,British Columbia,-116.449997,51.416668,estimated from map,minutes,Cathedral,formation,limestone,marine indet.,macrofossils,body,S9k. Fossil Gully. Beds 16,taxonomic,epifaunal,,detritivore,Cambrian,1,-0.03391346657626163,-0.3697613745446953,1,9
Gerastos prox,Proetida,21062,Proetidae,56726,Gerastos,21181,prox,Early Givetian,,387.95,385.9,EU,Rhein-Westfalen,7.683333,51.283333,based on political unit,minutes,Dresel,formation,limestone,"reef, buildup or bioherm",macrofossils,body,Altena IV. Steinbruch & Straßenanschnitt.,taxonomic,low-level epifaunal,well-developed,detritivore,Devonian,1,-0.03391346657626163,-0.3623829276467828,1,13
Odontochile cristata,Phacopida,21421,Dalmanitidae,85376,Odontochile,21665,cristata,Pragian,,413.02,410.62,EU,Praha,15.862778,49.424721,based on nearby landmark,seconds,Praha,member,limestone,marine indet.,macrofossils,"body,original calcite","Cerna Rokle, 87m Bed",taxonomic,low-level epifaunal,well-developed,carnivore,Devonian,2,1.2126854649529348,-0.3591643827666484,0,13
Wilbernia halli,Olenida,392207,Idahoiidae,133763,Wilbernia,20231,halli,Sunwaptan,,493.5,488.9,US,Oklahoma,-97.116669,34.391666,estimated from map,seconds,Honey Creek Limestone,bed,limestone,carbonate indet.,macrofossils,body,HS-0075. Layer 03,taxonomic,low-level epifaunal,well-developed,carnivore,Cambrian,1,-0.03391346657626163,2.9650455947417167,0,42
Greenops boothi,Phacopida,21421,Acastidae,56892,Greenops,21588,boothi,Givetian,,387.95,382.31,US,New York,-76.212502,42.929169,based on political unit,seconds,Skaneateles,bed,shale,transition zone/lower shoreface,,body,"Locality 9 (Case Hill Ravine), Tropidoleptus shales, Mottville Member, Onondaga",biostratigraphic,low-level epifaunal,well-developed,carnivore,Devonian,1,-0.03391346657626163,-0.3591643827666484,0,42
Dasometopus breviceps,NO_ORDER_SPECIFIED,0,Holocephalinidae,155247,Dasometopus,20443,breviceps,Marjumian,,504.5,497.0,US,Alaska,-163.405563,64.69278,based on nearby landmark,seconds,,bed,limestone,deep subtidal shelf,"macrofossils,mesofossils",cast,"Holitna Basin, Sleetmute A-2 quadrangle, Lone Mountain area, Farewell Terrane",biostratigraphic,low-level epifaunal,blind,carnivore,Cambrian,0,-1.280512398105458,-0.5512102041520478,0,42
